date,year,date_x_axis,date_jp,category,heat_points
2014-09-11,2014,2000-09-11,2014年9月11日,over35,0.0
2014-09-12,2014,2000-09-12,2014年9月12日,over35,0.0
2014-09-13,2014,2000-09-13,2014年9月13日,over35,0.0
2014-09-14,2014,2000-09-14,2014年9月14日,over35,0.0
2014-09-15,2014,2000-09-15,2014年9月15日,over35,0.0
2014-09-16,2014,2000-09-16,2014年9月16日,over35,0.0
2014-09-17,2014,2000-09-17,2014年9月17日,over35,0.0
2014-09-18,2014,2000-09-18,2014年9月18日,over35,0.0
2014-09-19,2014,2000-09-19,2014年9月19日,over35,0.0
2014-09-20,2014,2000-09-20,2014年9月20日,over35,0.0
2014-09-21,2014,2000-09-21,2014年9月21日,over35,0.0
2014-09-22,2014,2000-09-22,2014年9月22日,over35,0.0
2014-09-23,2014,2000-09-23,2014年9月23日,over35,0.0
2014-09-24,2014,2000-09-24,2014年9月24日,over35,0.0
2014-09-25,2014,2000-09-25,2014年9月25日,over35,0.0
2014-09-26,2014,2000-09-26,2014年9月26日,over35,0.0
2014-09-27,2014,2000-09-27,2014年9月27日,over35,0.0
2014-09-28,2014,2000-09-28,2014年9月28日,over35,0.0
2014-09-29,2014,2000-09-29,2014年9月29日,over35,0.0
2014-09-30,2014,2000-09-30,2014年9月30日,over35,0.0
2014-10-01,2014,2000-10-01,2014年10月1日,over35,0.0
2014-10-02,2014,2000-10-02,2014年10月2日,over35,0.0
2014-10-03,2014,2000-10-03,2014年10月3日,over35,0.0
2014-10-04,2014,2000-10-04,2014年10月4日,over35,0.0
2014-10-05,2014,2000-10-05,2014年10月5日,over35,0.0
2014-10-06,2014,2000-10-06,2014年10月6日,over35,0.0
2014-10-07,2014,2000-10-07,2014年10月7日,over35,0.0
2014-10-08,2014,2000-10-08,2014年10月8日,over35,0.0
2014-10-09,2014,2000-10-09,2014年10月9日,over35,0.0
2014-10-10,2014,2000-10-10,2014年10月10日,over35,0.0
2014-10-11,2014,2000-10-11,2014年10月11日,over35,0.0
2014-10-12,2014,2000-10-12,2014年10月12日,over35,0.0
2014-10-13,2014,2000-10-13,2014年10月13日,over35,0.0
2014-10-14,2014,2000-10-14,2014年10月14日,over35,0.0
2014-10-15,2014,2000-10-15,2014年10月15日,over35,0.0
2014-10-16,2014,2000-10-16,2014年10月16日,over35,0.0
2014-10-17,2014,2000-10-17,2014年10月17日,over35,0.0
2014-10-18,2014,2000-10-18,2014年10月18日,over35,0.0
2014-10-19,2014,2000-10-19,2014年10月19日,over35,0.0
2014-10-20,2014,2000-10-20,2014年10月20日,over35,0.0
2014-10-21,2014,2000-10-21,2014年10月21日,over35,0.0
2014-10-22,2014,2000-10-22,2014年10月22日,over35,0.0
2014-10-23,2014,2000-10-23,2014年10月23日,over35,0.0
2014-10-24,2014,2000-10-24,2014年10月24日,over35,0.0
2014-10-25,2014,2000-10-25,2014年10月25日,over35,0.0
2014-10-26,2014,2000-10-26,2014年10月26日,over35,0.0
2014-10-27,2014,2000-10-27,2014年10月27日,over35,0.0
2014-10-28,2014,2000-10-28,2014年10月28日,over35,0.0
2014-10-29,2014,2000-10-29,2014年10月29日,over35,0.0
2014-10-30,2014,2000-10-30,2014年10月30日,over35,0.0
2014-10-31,2014,2000-10-31,2014年10月31日,over35,0.0
2014-11-01,2014,2000-11-01,2014年11月1日,over35,0.0
2014-11-02,2014,2000-11-02,2014年11月2日,over35,0.0
2014-11-03,2014,2000-11-03,2014年11月3日,over35,0.0
2014-11-04,2014,2000-11-04,2014年11月4日,over35,0.0
2014-11-05,2014,2000-11-05,2014年11月5日,over35,0.0
2014-11-06,2014,2000-11-06,2014年11月6日,over35,0.0
2014-11-07,2014,2000-11-07,2014年11月7日,over35,0.0
2014-11-08,2014,2000-11-08,2014年11月8日,over35,0.0
2014-11-09,2014,2000-11-09,2014年11月9日,over35,0.0
2014-11-10,2014,2000-11-10,2014年11月10日,over35,0.0
2014-11-11,2014,2000-11-11,2014年11月11日,over35,0.0
2014-11-12,2014,2000-11-12,2014年11月12日,over35,0.0
2014-11-13,2014,2000-11-13,2014年11月13日,over35,0.0
2014-11-14,2014,2000-11-14,2014年11月14日,over35,0.0
2014-11-15,2014,2000-11-15,2014年11月15日,over35,0.0
2014-11-16,2014,2000-11-16,2014年11月16日,over35,0.0
2014-11-17,2014,2000-11-17,2014年11月17日,over35,0.0
2014-11-18,2014,2000-11-18,2014年11月18日,over35,0.0
2014-11-19,2014,2000-11-19,2014年11月19日,over35,0.0
2014-11-20,2014,2000-11-20,2014年11月20日,over35,0.0
2014-11-21,2014,2000-11-21,2014年11月21日,over35,0.0
2014-11-22,2014,2000-11-22,2014年11月22日,over35,0.0
2014-11-23,2014,2000-11-23,2014年11月23日,over35,0.0
2014-11-24,2014,2000-11-24,2014年11月24日,over35,0.0
2014-11-25,2014,2000-11-25,2014年11月25日,over35,0.0
2014-11-26,2014,2000-11-26,2014年11月26日,over35,0.0
2014-11-27,2014,2000-11-27,2014年11月27日,over35,0.0
2014-11-28,2014,2000-11-28,2014年11月28日,over35,0.0
2014-11-29,2014,2000-11-29,2014年11月29日,over35,0.0
2014-11-30,2014,2000-11-30,2014年11月30日,over35,0.0
2014-12-01,2014,2000-12-01,2014年12月1日,over35,0.0
2014-12-02,2014,2000-12-02,2014年12月2日,over35,0.0
2014-12-03,2014,2000-12-03,2014年12月3日,over35,0.0
2014-12-04,2014,2000-12-04,2014年12月4日,over35,0.0
2014-12-05,2014,2000-12-05,2014年12月5日,over35,0.0
2014-12-06,2014,2000-12-06,2014年12月6日,over35,0.0
2014-12-07,2014,2000-12-07,2014年12月7日,over35,0.0
2014-12-08,2014,2000-12-08,2014年12月8日,over35,0.0
2014-12-09,2014,2000-12-09,2014年12月9日,over35,0.0
2014-12-10,2014,2000-12-10,2014年12月10日,over35,0.0
2014-12-11,2014,2000-12-11,2014年12月11日,over35,0.0
2014-12-12,2014,2000-12-12,2014年12月12日,over35,0.0
2014-12-13,2014,2000-12-13,2014年12月13日,over35,0.0
2014-12-14,2014,2000-12-14,2014年12月14日,over35,0.0
2014-12-15,2014,2000-12-15,2014年12月15日,over35,0.0
2014-12-16,2014,2000-12-16,2014年12月16日,over35,0.0
2014-12-17,2014,2000-12-17,2014年12月17日,over35,0.0
2014-12-18,2014,2000-12-18,2014年12月18日,over35,0.0
2014-12-19,2014,2000-12-19,2014年12月19日,over35,0.0
2014-12-20,2014,2000-12-20,2014年12月20日,over35,0.0
2014-12-21,2014,2000-12-21,2014年12月21日,over35,0.0
2014-12-22,2014,2000-12-22,2014年12月22日,over35,0.0
2014-12-23,2014,2000-12-23,2014年12月23日,over35,0.0
2014-12-24,2014,2000-12-24,2014年12月24日,over35,0.0
2014-12-25,2014,2000-12-25,2014年12月25日,over35,0.0
2014-12-26,2014,2000-12-26,2014年12月26日,over35,0.0
2014-12-27,2014,2000-12-27,2014年12月27日,over35,0.0
2014-12-28,2014,2000-12-28,2014年12月28日,over35,0.0
2014-12-29,2014,2000-12-29,2014年12月29日,over35,0.0
2014-12-30,2014,2000-12-30,2014年12月30日,over35,0.0
2014-12-31,2014,2000-12-31,2014年12月31日,over35,0.0
2015-01-01,2015,2000-01-01,2015年1月1日,over35,0.0
2015-01-02,2015,2000-01-02,2015年1月2日,over35,0.0
2015-01-03,2015,2000-01-03,2015年1月3日,over35,0.0
2015-01-04,2015,2000-01-04,2015年1月4日,over35,0.0
2015-01-05,2015,2000-01-05,2015年1月5日,over35,0.0
2015-01-06,2015,2000-01-06,2015年1月6日,over35,0.0
2015-01-07,2015,2000-01-07,2015年1月7日,over35,0.0
2015-01-08,2015,2000-01-08,2015年1月8日,over35,0.0
2015-01-09,2015,2000-01-09,2015年1月9日,over35,0.0
2015-01-10,2015,2000-01-10,2015年1月10日,over35,0.0
2015-01-11,2015,2000-01-11,2015年1月11日,over35,0.0
2015-01-12,2015,2000-01-12,2015年1月12日,over35,0.0
2015-01-13,2015,2000-01-13,2015年1月13日,over35,0.0
2015-01-14,2015,2000-01-14,2015年1月14日,over35,0.0
2015-01-15,2015,2000-01-15,2015年1月15日,over35,0.0
2015-01-16,2015,2000-01-16,2015年1月16日,over35,0.0
2015-01-17,2015,2000-01-17,2015年1月17日,over35,0.0
2015-01-18,2015,2000-01-18,2015年1月18日,over35,0.0
2015-01-19,2015,2000-01-19,2015年1月19日,over35,0.0
2015-01-20,2015,2000-01-20,2015年1月20日,over35,0.0
2015-01-21,2015,2000-01-21,2015年1月21日,over35,0.0
2015-01-22,2015,2000-01-22,2015年1月22日,over35,0.0
2015-01-23,2015,2000-01-23,2015年1月23日,over35,0.0
2015-01-24,2015,2000-01-24,2015年1月24日,over35,0.0
2015-01-25,2015,2000-01-25,2015年1月25日,over35,0.0
2015-01-26,2015,2000-01-26,2015年1月26日,over35,0.0
2015-01-27,2015,2000-01-27,2015年1月27日,over35,0.0
2015-01-28,2015,2000-01-28,2015年1月28日,over35,0.0
2015-01-29,2015,2000-01-29,2015年1月29日,over35,0.0
2015-01-30,2015,2000-01-30,2015年1月30日,over35,0.0
2015-01-31,2015,2000-01-31,2015年1月31日,over35,0.0
2015-02-01,2015,2000-02-01,2015年2月1日,over35,0.0
2015-02-02,2015,2000-02-02,2015年2月2日,over35,0.0
2015-02-03,2015,2000-02-03,2015年2月3日,over35,0.0
2015-02-04,2015,2000-02-04,2015年2月4日,over35,0.0
2015-02-05,2015,2000-02-05,2015年2月5日,over35,0.0
2015-02-06,2015,2000-02-06,2015年2月6日,over35,0.0
2015-02-07,2015,2000-02-07,2015年2月7日,over35,0.0
2015-02-08,2015,2000-02-08,2015年2月8日,over35,0.0
2015-02-09,2015,2000-02-09,2015年2月9日,over35,0.0
2015-02-10,2015,2000-02-10,2015年2月10日,over35,0.0
2015-02-11,2015,2000-02-11,2015年2月11日,over35,0.0
2015-02-12,2015,2000-02-12,2015年2月12日,over35,0.0
2015-02-13,2015,2000-02-13,2015年2月13日,over35,0.0
2015-02-14,2015,2000-02-14,2015年2月14日,over35,0.0
2015-02-15,2015,2000-02-15,2015年2月15日,over35,0.0
2015-02-16,2015,2000-02-16,2015年2月16日,over35,0.0
2015-02-17,2015,2000-02-17,2015年2月17日,over35,0.0
2015-02-18,2015,2000-02-18,2015年2月18日,over35,0.0
2015-02-19,2015,2000-02-19,2015年2月19日,over35,0.0
2015-02-20,2015,2000-02-20,2015年2月20日,over35,0.0
2015-02-21,2015,2000-02-21,2015年2月21日,over35,0.0
2015-02-22,2015,2000-02-22,2015年2月22日,over35,0.0
2015-02-23,2015,2000-02-23,2015年2月23日,over35,0.0
2015-02-24,2015,2000-02-24,2015年2月24日,over35,0.0
2015-02-25,2015,2000-02-25,2015年2月25日,over35,0.0
2015-02-26,2015,2000-02-26,2015年2月26日,over35,0.0
2015-02-27,2015,2000-02-27,2015年2月27日,over35,0.0
2015-02-28,2015,2000-02-28,2015年2月28日,over35,0.0
2015-03-01,2015,2000-03-01,2015年3月1日,over35,0.0
2015-03-02,2015,2000-03-02,2015年3月2日,over35,0.0
2015-03-03,2015,2000-03-03,2015年3月3日,over35,0.0
2015-03-04,2015,2000-03-04,2015年3月4日,over35,0.0
2015-03-05,2015,2000-03-05,2015年3月5日,over35,0.0
2015-03-06,2015,2000-03-06,2015年3月6日,over35,0.0
2015-03-07,2015,2000-03-07,2015年3月7日,over35,0.0
2015-03-08,2015,2000-03-08,2015年3月8日,over35,0.0
2015-03-09,2015,2000-03-09,2015年3月9日,over35,0.0
2015-03-10,2015,2000-03-10,2015年3月10日,over35,0.0
2015-03-11,2015,2000-03-11,2015年3月11日,over35,0.0
2015-03-12,2015,2000-03-12,2015年3月12日,over35,0.0
2015-03-13,2015,2000-03-13,2015年3月13日,over35,0.0
2015-03-14,2015,2000-03-14,2015年3月14日,over35,0.0
2015-03-15,2015,2000-03-15,2015年3月15日,over35,0.0
2015-03-16,2015,2000-03-16,2015年3月16日,over35,0.0
2015-03-17,2015,2000-03-17,2015年3月17日,over35,0.0
2015-03-18,2015,2000-03-18,2015年3月18日,over35,0.0
2015-03-19,2015,2000-03-19,2015年3月19日,over35,0.0
2015-03-20,2015,2000-03-20,2015年3月20日,over35,0.0
2015-03-21,2015,2000-03-21,2015年3月21日,over35,0.0
2015-03-22,2015,2000-03-22,2015年3月22日,over35,0.0
2015-03-23,2015,2000-03-23,2015年3月23日,over35,0.0
2015-03-24,2015,2000-03-24,2015年3月24日,over35,0.0
2015-03-25,2015,2000-03-25,2015年3月25日,over35,0.0
2015-03-26,2015,2000-03-26,2015年3月26日,over35,0.0
2015-03-27,2015,2000-03-27,2015年3月27日,over35,0.0
2015-03-28,2015,2000-03-28,2015年3月28日,over35,0.0
2015-03-29,2015,2000-03-29,2015年3月29日,over35,0.0
2015-03-30,2015,2000-03-30,2015年3月30日,over35,0.0
2015-03-31,2015,2000-03-31,2015年3月31日,over35,0.0
2015-04-01,2015,2000-04-01,2015年4月1日,over35,0.0
2015-04-02,2015,2000-04-02,2015年4月2日,over35,0.0
2015-04-03,2015,2000-04-03,2015年4月3日,over35,0.0
2015-04-04,2015,2000-04-04,2015年4月4日,over35,0.0
2015-04-05,2015,2000-04-05,2015年4月5日,over35,0.0
2015-04-06,2015,2000-04-06,2015年4月6日,over35,0.0
2015-04-07,2015,2000-04-07,2015年4月7日,over35,0.0
2015-04-08,2015,2000-04-08,2015年4月8日,over35,0.0
2015-04-09,2015,2000-04-09,2015年4月9日,over35,0.0
2015-04-10,2015,2000-04-10,2015年4月10日,over35,0.0
2015-04-11,2015,2000-04-11,2015年4月11日,over35,0.0
2015-04-12,2015,2000-04-12,2015年4月12日,over35,0.0
2015-04-13,2015,2000-04-13,2015年4月13日,over35,0.0
2015-04-14,2015,2000-04-14,2015年4月14日,over35,0.0
2015-04-15,2015,2000-04-15,2015年4月15日,over35,0.0
2015-04-16,2015,2000-04-16,2015年4月16日,over35,0.0
2015-04-17,2015,2000-04-17,2015年4月17日,over35,0.0
2015-04-18,2015,2000-04-18,2015年4月18日,over35,0.0
2015-04-19,2015,2000-04-19,2015年4月19日,over35,0.0
2015-04-20,2015,2000-04-20,2015年4月20日,over35,0.0
2015-04-21,2015,2000-04-21,2015年4月21日,over35,0.0
2015-04-22,2015,2000-04-22,2015年4月22日,over35,0.0
2015-04-23,2015,2000-04-23,2015年4月23日,over35,0.0
2015-04-24,2015,2000-04-24,2015年4月24日,over35,0.0
2015-04-25,2015,2000-04-25,2015年4月25日,over35,0.0
2015-04-26,2015,2000-04-26,2015年4月26日,over35,0.0
2015-04-27,2015,2000-04-27,2015年4月27日,over35,0.0
2015-04-28,2015,2000-04-28,2015年4月28日,over35,0.0
2015-04-29,2015,2000-04-29,2015年4月29日,over35,0.0
2015-04-30,2015,2000-04-30,2015年4月30日,over35,0.0
2015-05-01,2015,2000-05-01,2015年5月1日,over35,0.0
2015-05-02,2015,2000-05-02,2015年5月2日,over35,0.0
2015-05-03,2015,2000-05-03,2015年5月3日,over35,0.0
2015-05-04,2015,2000-05-04,2015年5月4日,over35,0.0
2015-05-05,2015,2000-05-05,2015年5月5日,over35,0.0
2015-05-06,2015,2000-05-06,2015年5月6日,over35,0.0
2015-05-07,2015,2000-05-07,2015年5月7日,over35,0.0
2015-05-08,2015,2000-05-08,2015年5月8日,over35,0.0
2015-05-09,2015,2000-05-09,2015年5月9日,over35,0.0
2015-05-10,2015,2000-05-10,2015年5月10日,over35,0.0
2015-05-11,2015,2000-05-11,2015年5月11日,over35,0.0
2015-05-12,2015,2000-05-12,2015年5月12日,over35,0.0
2015-05-13,2015,2000-05-13,2015年5月13日,over35,0.0
2015-05-14,2015,2000-05-14,2015年5月14日,over35,0.0
2015-05-15,2015,2000-05-15,2015年5月15日,over35,0.0
2015-05-16,2015,2000-05-16,2015年5月16日,over35,0.0
2015-05-17,2015,2000-05-17,2015年5月17日,over35,0.0
2015-05-18,2015,2000-05-18,2015年5月18日,over35,0.0
2015-05-19,2015,2000-05-19,2015年5月19日,over35,0.0
2015-05-20,2015,2000-05-20,2015年5月20日,over35,0.0
2015-05-21,2015,2000-05-21,2015年5月21日,over35,0.0
2015-05-22,2015,2000-05-22,2015年5月22日,over35,0.0
2015-05-23,2015,2000-05-23,2015年5月23日,over35,0.0
2015-05-24,2015,2000-05-24,2015年5月24日,over35,0.0
2015-05-25,2015,2000-05-25,2015年5月25日,over35,0.0
2015-05-26,2015,2000-05-26,2015年5月26日,over35,0.0
2015-05-27,2015,2000-05-27,2015年5月27日,over35,0.0
2015-05-28,2015,2000-05-28,2015年5月28日,over35,0.0
2015-05-29,2015,2000-05-29,2015年5月29日,over35,0.0
2015-05-30,2015,2000-05-30,2015年5月30日,over35,0.0
2015-05-31,2015,2000-05-31,2015年5月31日,over35,0.0
2015-06-01,2015,2000-06-01,2015年6月1日,over35,0.0
2015-06-02,2015,2000-06-02,2015年6月2日,over35,0.0
2015-06-03,2015,2000-06-03,2015年6月3日,over35,0.0
2015-06-04,2015,2000-06-04,2015年6月4日,over35,0.0
2015-06-05,2015,2000-06-05,2015年6月5日,over35,0.0
2015-06-06,2015,2000-06-06,2015年6月6日,over35,0.0
2015-06-07,2015,2000-06-07,2015年6月7日,over35,0.0
2015-06-08,2015,2000-06-08,2015年6月8日,over35,0.0
2015-06-09,2015,2000-06-09,2015年6月9日,over35,0.0
2015-06-10,2015,2000-06-10,2015年6月10日,over35,0.0
2015-06-11,2015,2000-06-11,2015年6月11日,over35,0.0
2015-06-12,2015,2000-06-12,2015年6月12日,over35,0.0
2015-06-13,2015,2000-06-13,2015年6月13日,over35,0.0
2015-06-14,2015,2000-06-14,2015年6月14日,over35,0.0
2015-06-15,2015,2000-06-15,2015年6月15日,over35,0.0
2015-06-16,2015,2000-06-16,2015年6月16日,over35,0.0
2015-06-17,2015,2000-06-17,2015年6月17日,over35,0.0
2015-06-18,2015,2000-06-18,2015年6月18日,over35,0.0
2015-06-19,2015,2000-06-19,2015年6月19日,over35,0.0
2015-06-20,2015,2000-06-20,2015年6月20日,over35,0.0
2015-06-21,2015,2000-06-21,2015年6月21日,over35,0.0
2015-06-22,2015,2000-06-22,2015年6月22日,over35,0.0
2015-06-23,2015,2000-06-23,2015年6月23日,over35,0.0
2015-06-24,2015,2000-06-24,2015年6月24日,over35,0.0
2015-06-25,2015,2000-06-25,2015年6月25日,over35,0.0
2015-06-26,2015,2000-06-26,2015年6月26日,over35,0.0
2015-06-27,2015,2000-06-27,2015年6月27日,over35,0.0
2015-06-28,2015,2000-06-28,2015年6月28日,over35,0.0
2015-06-29,2015,2000-06-29,2015年6月29日,over35,0.0
2015-06-30,2015,2000-06-30,2015年6月30日,over35,0.0
2015-07-01,2015,2000-07-01,2015年7月1日,over35,0.0
2015-07-02,2015,2000-07-02,2015年7月2日,over35,0.0
2015-07-03,2015,2000-07-03,2015年7月3日,over35,0.0
2015-07-04,2015,2000-07-04,2015年7月4日,over35,0.0
2015-07-05,2015,2000-07-05,2015年7月5日,over35,0.0
2015-07-06,2015,2000-07-06,2015年7月6日,over35,0.0
2015-07-07,2015,2000-07-07,2015年7月7日,over35,0.0
2015-07-08,2015,2000-07-08,2015年7月8日,over35,0.0
2015-07-09,2015,2000-07-09,2015年7月9日,over35,17.0
2015-07-10,2015,2000-07-10,2015年7月10日,over35,12.0
2015-07-11,2015,2000-07-11,2015年7月11日,over35,3.0
2015-07-12,2015,2000-07-12,2015年7月12日,over35,18.0
2015-07-13,2015,2000-07-13,2015年7月13日,over35,122.0
2015-07-14,2015,2000-07-14,2015年7月14日,over35,99.0
2015-07-15,2015,2000-07-15,2015年7月15日,over35,45.0
2015-07-16,2015,2000-07-16,2015年7月16日,over35,1.0
2015-07-17,2015,2000-07-17,2015年7月17日,over35,3.0
2015-07-18,2015,2000-07-18,2015年7月18日,over35,0.0
2015-07-19,2015,2000-07-19,2015年7月19日,over35,19.0
2015-07-20,2015,2000-07-20,2015年7月20日,over35,30.0
2015-07-21,2015,2000-07-21,2015年7月21日,over35,47.0
2015-07-22,2015,2000-07-22,2015年7月22日,over35,53.0
2015-07-23,2015,2000-07-23,2015年7月23日,over35,0.0
2015-07-24,2015,2000-07-24,2015年7月24日,over35,16.0
2015-07-25,2015,2000-07-25,2015年7月25日,over35,58.0
2015-07-26,2015,2000-07-26,2015年7月26日,over35,129.0
2015-07-27,2015,2000-07-27,2015年7月27日,over35,62.0
2015-07-28,2015,2000-07-28,2015年7月28日,over35,17.0
2015-07-29,2015,2000-07-29,2015年7月29日,over35,37.0
2015-07-30,2015,2000-07-30,2015年7月30日,over35,69.0
2015-07-31,2015,2000-07-31,2015年7月31日,over35,157.0
2015-08-01,2015,2000-08-01,2015年8月1日,over35,223.0
2015-08-02,2015,2000-08-02,2015年8月2日,over35,179.0
2015-08-03,2015,2000-08-03,2015年8月3日,over35,132.0
2015-08-04,2015,2000-08-04,2015年8月4日,over35,174.0
2015-08-05,2015,2000-08-05,2015年8月5日,over35,215.0
2015-08-06,2015,2000-08-06,2015年8月6日,over35,193.0
2015-08-07,2015,2000-08-07,2015年8月7日,over35,199.0
2015-08-08,2015,2000-08-08,2015年8月8日,over35,145.0
2015-08-09,2015,2000-08-09,2015年8月9日,over35,94.0
2015-08-10,2015,2000-08-10,2015年8月10日,over35,103.0
2015-08-11,2015,2000-08-11,2015年8月11日,over35,70.0
2015-08-12,2015,2000-08-12,2015年8月12日,over35,11.0
2015-08-13,2015,2000-08-13,2015年8月13日,over35,2.0
2015-08-14,2015,2000-08-14,2015年8月14日,over35,7.0
2015-08-15,2015,2000-08-15,2015年8月15日,over35,10.0
2015-08-16,2015,2000-08-16,2015年8月16日,over35,2.0
2015-08-17,2015,2000-08-17,2015年8月17日,over35,0.0
2015-08-18,2015,2000-08-18,2015年8月18日,over35,0.0
2015-08-19,2015,2000-08-19,2015年8月19日,over35,0.0
2015-08-20,2015,2000-08-20,2015年8月20日,over35,1.0
2015-08-21,2015,2000-08-21,2015年8月21日,over35,1.0
2015-08-22,2015,2000-08-22,2015年8月22日,over35,2.0
2015-08-23,2015,2000-08-23,2015年8月23日,over35,3.0
2015-08-24,2015,2000-08-24,2015年8月24日,over35,0.0
2015-08-25,2015,2000-08-25,2015年8月25日,over35,0.0
2015-08-26,2015,2000-08-26,2015年8月26日,over35,0.0
2015-08-27,2015,2000-08-27,2015年8月27日,over35,0.0
2015-08-28,2015,2000-08-28,2015年8月28日,over35,0.0
2015-08-29,2015,2000-08-29,2015年8月29日,over35,0.0
2015-08-30,2015,2000-08-30,2015年8月30日,over35,0.0
2015-08-31,2015,2000-08-31,2015年8月31日,over35,0.0
2015-09-01,2015,2000-09-01,2015年9月1日,over35,0.0
2015-09-02,2015,2000-09-02,2015年9月2日,over35,0.0
2015-09-03,2015,2000-09-03,2015年9月3日,over35,0.0
2015-09-04,2015,2000-09-04,2015年9月4日,over35,0.0
2015-09-05,2015,2000-09-05,2015年9月5日,over35,0.0
2015-09-06,2015,2000-09-06,2015年9月6日,over35,0.0
2015-09-07,2015,2000-09-07,2015年9月7日,over35,0.0
2015-09-08,2015,2000-09-08,2015年9月8日,over35,0.0
2015-09-09,2015,2000-09-09,2015年9月9日,over35,0.0
2015-09-10,2015,2000-09-10,2015年9月10日,over35,0.0
2015-09-11,2015,2000-09-11,2015年9月11日,over35,0.0
2015-09-12,2015,2000-09-12,2015年9月12日,over35,0.0
2015-09-13,2015,2000-09-13,2015年9月13日,over35,0.0
2015-09-14,2015,2000-09-14,2015年9月14日,over35,0.0
2015-09-15,2015,2000-09-15,2015年9月15日,over35,0.0
2015-09-16,2015,2000-09-16,2015年9月16日,over35,0.0
2015-09-17,2015,2000-09-17,2015年9月17日,over35,0.0
2015-09-18,2015,2000-09-18,2015年9月18日,over35,0.0
2015-09-19,2015,2000-09-19,2015年9月19日,over35,0.0
2015-09-20,2015,2000-09-20,2015年9月20日,over35,0.0
2015-09-21,2015,2000-09-21,2015年9月21日,over35,0.0
2015-09-22,2015,2000-09-22,2015年9月22日,over35,0.0
2015-09-23,2015,2000-09-23,2015年9月23日,over35,0.0
2015-09-24,2015,2000-09-24,2015年9月24日,over35,0.0
2015-09-25,2015,2000-09-25,2015年9月25日,over35,0.0
2015-09-26,2015,2000-09-26,2015年9月26日,over35,0.0
2015-09-27,2015,2000-09-27,2015年9月27日,over35,0.0
2015-09-28,2015,2000-09-28,2015年9月28日,over35,0.0
2015-09-29,2015,2000-09-29,2015年9月29日,over35,0.0
2015-09-30,2015,2000-09-30,2015年9月30日,over35,0.0
2015-10-01,2015,2000-10-01,2015年10月1日,over35,0.0
2015-10-02,2015,2000-10-02,2015年10月2日,over35,0.0
2015-10-03,2015,2000-10-03,2015年10月3日,over35,0.0
2015-10-04,2015,2000-10-04,2015年10月4日,over35,0.0
2015-10-05,2015,2000-10-05,2015年10月5日,over35,0.0
2015-10-06,2015,2000-10-06,2015年10月6日,over35,0.0
2015-10-07,2015,2000-10-07,2015年10月7日,over35,0.0
2015-10-08,2015,2000-10-08,2015年10月8日,over35,0.0
2015-10-09,2015,2000-10-09,2015年10月9日,over35,0.0
2015-10-10,2015,2000-10-10,2015年10月10日,over35,0.0
2015-10-11,2015,2000-10-11,2015年10月11日,over35,0.0
2015-10-12,2015,2000-10-12,2015年10月12日,over35,0.0
2015-10-13,2015,2000-10-13,2015年10月13日,over35,0.0
2015-10-14,2015,2000-10-14,2015年10月14日,over35,0.0
2015-10-15,2015,2000-10-15,2015年10月15日,over35,0.0
2015-10-16,2015,2000-10-16,2015年10月16日,over35,0.0
2015-10-17,2015,2000-10-17,2015年10月17日,over35,0.0
2015-10-18,2015,2000-10-18,2015年10月18日,over35,0.0
2015-10-19,2015,2000-10-19,2015年10月19日,over35,0.0
2015-10-20,2015,2000-10-20,2015年10月20日,over35,0.0
2015-10-21,2015,2000-10-21,2015年10月21日,over35,0.0
2015-10-22,2015,2000-10-22,2015年10月22日,over35,0.0
2015-10-23,2015,2000-10-23,2015年10月23日,over35,0.0
2015-10-24,2015,2000-10-24,2015年10月24日,over35,0.0
2015-10-25,2015,2000-10-25,2015年10月25日,over35,0.0
2015-10-26,2015,2000-10-26,2015年10月26日,over35,0.0
2015-10-27,2015,2000-10-27,2015年10月27日,over35,0.0
2015-10-28,2015,2000-10-28,2015年10月28日,over35,0.0
2015-10-29,2015,2000-10-29,2015年10月29日,over35,0.0
2015-10-30,2015,2000-10-30,2015年10月30日,over35,0.0
2015-10-31,2015,2000-10-31,2015年10月31日,over35,0.0
2015-11-01,2015,2000-11-01,2015年11月1日,over35,0.0
2015-11-02,2015,2000-11-02,2015年11月2日,over35,0.0
2015-11-03,2015,2000-11-03,2015年11月3日,over35,0.0
2015-11-04,2015,2000-11-04,2015年11月4日,over35,0.0
2015-11-05,2015,2000-11-05,2015年11月5日,over35,0.0
2015-11-06,2015,2000-11-06,2015年11月6日,over35,0.0
2015-11-07,2015,2000-11-07,2015年11月7日,over35,0.0
2015-11-08,2015,2000-11-08,2015年11月8日,over35,0.0
2015-11-09,2015,2000-11-09,2015年11月9日,over35,0.0
2015-11-10,2015,2000-11-10,2015年11月10日,over35,0.0
2015-11-11,2015,2000-11-11,2015年11月11日,over35,0.0
2015-11-12,2015,2000-11-12,2015年11月12日,over35,0.0
2015-11-13,2015,2000-11-13,2015年11月13日,over35,0.0
2015-11-14,2015,2000-11-14,2015年11月14日,over35,0.0
2015-11-15,2015,2000-11-15,2015年11月15日,over35,0.0
2015-11-16,2015,2000-11-16,2015年11月16日,over35,0.0
2015-11-17,2015,2000-11-17,2015年11月17日,over35,0.0
2015-11-18,2015,2000-11-18,2015年11月18日,over35,0.0
2015-11-19,2015,2000-11-19,2015年11月19日,over35,0.0
2015-11-20,2015,2000-11-20,2015年11月20日,over35,0.0
