date,over30,over35,over40,total,null_values
2019-05-14 00:00:00,8.0,,,,
2019-05-15 00:00:00,7.0,,,,
2019-05-16 00:00:00,16.0,,,,
2019-05-17 00:00:00,8.0,,,,
2019-05-18 00:00:00,18.0,,,,
2019-05-19 00:00:00,20.0,,,,
2019-05-20 00:00:00,20.0,,,,
2019-05-21 00:00:00,,,,,
2019-05-22 00:00:00,1.0,,,,
2019-05-23 00:00:00,24.0,,,,
2019-05-24 00:00:00,174.0,,,,
2019-05-25 00:00:00,425.0,1.0,,,
2019-05-26 00:00:00,566.0,53.0,,,
2019-05-27 00:00:00,423.0,23.0,,,
2019-05-28 00:00:00,8.0,,,,
2019-05-29 00:00:00,,,,,
2019-05-30 00:00:00,15.0,,,,
2019-05-31 00:00:00,10.0,,,,
2019-06-01 00:00:00,4.0,,,,
2019-06-02 00:00:00,15.0,,,,
2019-06-03 00:00:00,38.0,,,,
2019-06-04 00:00:00,100.0,,,,
2019-06-05 00:00:00,136.0,,,,
2019-06-06 00:00:00,280.0,1.0,,,
2019-06-07 00:00:00,37.0,,,,
2019-06-08 00:00:00,20.0,,,,
2019-06-09 00:00:00,17.0,,,,
2019-06-10 00:00:00,3.0,,,,
2019-06-11 00:00:00,,,,,
2019-06-12 00:00:00,2.0,,,,
2019-06-13 00:00:00,39.0,,,,
2019-06-14 00:00:00,19.0,,,,
2019-06-15 00:00:00,1.0,,,,
2019-06-16 00:00:00,29.0,,,,
2019-06-17 00:00:00,9.0,,,,
2019-06-18 00:00:00,9.0,,,,
2019-06-19 00:00:00,52.0,,,,
2019-06-20 00:00:00,174.0,,,,
2019-06-21 00:00:00,127.0,,,,
2019-06-22 00:00:00,63.0,,,,
2019-06-23 00:00:00,10.0,,,,
2019-06-24 00:00:00,21.0,,,,
2019-06-25 00:00:00,125.0,,,,
2019-06-26 00:00:00,154.0,,,,
2019-06-27 00:00:00,74.0,,,,
2019-06-28 00:00:00,158.0,1.0,,,
2019-06-29 00:00:00,111.0,,,,
2019-06-30 00:00:00,61.0,,,,
2019-07-01 00:00:00,48.0,,,,
2019-07-02 00:00:00,52.0,,,,
2019-07-03 00:00:00,47.0,,,,
2019-07-04 00:00:00,70.0,,,,
2019-07-05 00:00:00,36.0,,,,
2019-07-06 00:00:00,125.0,,,,
2019-07-07 00:00:00,143.0,,,,
2019-07-08 00:00:00,80.0,,,,
2019-07-09 00:00:00,57.0,,,,
2019-07-10 00:00:00,60.0,,,,
2019-07-11 00:00:00,88.0,,,,
2019-07-12 00:00:00,104.0,,,,
2019-07-13 00:00:00,44.0,,,,
2019-07-14 00:00:00,36.0,,,,
2019-07-15 00:00:00,105.0,,,,
2019-07-16 00:00:00,165.0,,,,
2019-07-17 00:00:00,276.0,,,,
2019-07-18 00:00:00,84.0,,,,
2019-07-19 00:00:00,103.0,,,,
2019-07-20 00:00:00,112.0,,,,
2019-07-21 00:00:00,173.0,1.0,,,
2019-07-22 00:00:00,178.0,,,,
2019-07-23 00:00:00,324.0,,,,
2019-07-24 00:00:00,509.0,8.0,,,
2019-07-25 00:00:00,643.0,10.0,,,
2019-07-26 00:00:00,652.0,36.0,,,
2019-07-27 00:00:00,553.0,20.0,,,
2019-07-28 00:00:00,704.0,22.0,,,
2019-07-29 00:00:00,728.0,70.0,,,
2019-07-30 00:00:00,777.0,88.0,,,
2019-07-31 00:00:00,777.0,147.0,,,
2019-08-01 00:00:00,802.0,184.0,,,
2019-08-02 00:00:00,824.0,236.0,,,
2019-08-03 00:00:00,800.0,159.0,,,
2019-08-04 00:00:00,729.0,123.0,,,
2019-08-05 00:00:00,757.0,186.0,,,
2019-08-06 00:00:00,671.0,130.0,,,
2019-08-07 00:00:00,715.0,194.0,,,
2019-08-08 00:00:00,698.0,198.0,,,
2019-08-09 00:00:00,673.0,137.0,,,
2019-08-10 00:00:00,595.0,126.0,,,
2019-08-11 00:00:00,586.0,110.0,,,
2019-08-12 00:00:00,640.0,145.0,,,
2019-08-13 00:00:00,669.0,230.0,,,
2019-08-14 00:00:00,505.0,98.0,,,
2019-08-15 00:00:00,419.0,78.0,,,
2019-08-16 00:00:00,572.0,15.0,,,
2019-08-17 00:00:00,665.0,63.0,,,
2019-08-18 00:00:00,577.0,56.0,,,
2019-08-19 00:00:00,351.0,12.0,,,
2019-08-20 00:00:00,261.0,1.0,,,
2019-08-21 00:00:00,435.0,4.0,,,
2019-08-22 00:00:00,367.0,7.0,,,
2019-08-23 00:00:00,192.0,,,,
2019-08-24 00:00:00,229.0,,,,
2019-08-25 00:00:00,181.0,,,,
2019-08-26 00:00:00,184.0,,,,
2019-08-27 00:00:00,65.0,,,,
2019-08-28 00:00:00,92.0,,,,
2019-08-29 00:00:00,326.0,2.0,,,
2019-08-30 00:00:00,85.0,,,,
2019-08-31 00:00:00,232.0,,,,
2019-09-01 00:00:00,194.0,,,,
2019-09-02 00:00:00,274.0,,,,
2019-09-03 00:00:00,388.0,2.0,,,
2019-09-04 00:00:00,315.0,,,,
2019-09-05 00:00:00,307.0,,,,
2019-09-06 00:00:00,585.0,14.0,,,
2019-09-07 00:00:00,576.0,34.0,,,
2019-09-08 00:00:00,732.0,62.0,,,
2019-09-09 00:00:00,681.0,67.0,,,
2019-09-10 00:00:00,681.0,79.0,,,
2019-09-11 00:00:00,500.0,21.0,,,
2019-09-12 00:00:00,245.0,1.0,,,
2019-09-13 00:00:00,121.0,,,,
2019-09-14 00:00:00,258.0,,,,
2019-09-15 00:00:00,396.0,,,,
2019-09-16 00:00:00,259.0,7.0,,,
2019-09-17 00:00:00,293.0,,,,
2019-09-18 00:00:00,159.0,,,,
2019-09-19 00:00:00,46.0,,,,
2019-09-20 00:00:00,26.0,,,,
2019-09-21 00:00:00,15.0,,,,
2019-09-22 00:00:00,23.0,,,,
2019-09-23 00:00:00,240.0,5.0,,,
2019-09-24 00:00:00,27.0,,,,
2019-09-25 00:00:00,24.0,,,,
2019-09-26 00:00:00,67.0,,,,
2019-09-27 00:00:00,107.0,,,,
2019-09-28 00:00:00,94.0,,,,
2019-09-29 00:00:00,130.0,,,,
2019-09-30 00:00:00,207.0,,,,
2019-10-01 00:00:00,145.0,,,,
2019-10-02 00:00:00,117.0,,,,
2019-10-03 00:00:00,103.0,,,,
2019-10-04 00:00:00,49.0,,,,
2019-10-05 00:00:00,74.0,,,,
2019-10-06 00:00:00,14.0,,,,
2019-10-07 00:00:00,14.0,,,,
2019-10-08 00:00:00,8.0,,,,
2019-10-09 00:00:00,1.0,,,,
2019-10-10 00:00:00,1.0,,,,
2019-10-11 00:00:00,29.0,,,,
2019-10-12 00:00:00,14.0,,,,
2019-10-13 00:00:00,17.0,,,,
2019-10-14 00:00:00,4.0,,,,
2019-10-15 00:00:00,3.0,,,,
2019-10-16 00:00:00,3.0,,,,
2019-10-17 00:00:00,5.0,,,,
2019-10-18 00:00:00,5.0,,,,
2019-10-19 00:00:00,8.0,,,,
2019-10-20 00:00:00,2.0,,,,
2019-10-21 00:00:00,,,,,
2019-10-22 00:00:00,1.0,,,,
2019-10-23 00:00:00,2.0,,,,
2019-10-24 00:00:00,,,,,
2019-10-25 00:00:00,,,,,
2019-10-26 00:00:00,,,,,
2019-10-27 00:00:00,,,,,
2019-10-28 00:00:00,,,,,
2019-10-29 00:00:00,,,,,
2019-10-30 00:00:00,1.0,,,,
2019-10-31 00:00:00,,,,,
2020-05-01 00:00:00,0.0,0.0,,,
2020-05-02 00:00:00,91.0,0.0,,,
2020-05-03 00:00:00,43.0,0.0,,,
2020-05-04 00:00:00,0.0,0.0,,,
2020-05-05 00:00:00,23.0,0.0,,,
2020-05-06 00:00:00,5.0,0.0,,,
2020-05-07 00:00:00,2.0,0.0,,,
2020-05-08 00:00:00,1.0,0.0,,,
2020-05-09 00:00:00,2.0,0.0,,,
2020-05-10 00:00:00,12.0,0.0,,,
2020-05-11 00:00:00,52.0,0.0,,,
2020-05-12 00:00:00,5.0,0.0,,,
2020-05-13 00:00:00,8.0,0.0,,,
2020-05-14 00:00:00,4.0,0.0,,,
2020-05-15 00:00:00,9.0,0.0,,,
2020-05-16 00:00:00,10.0,0.0,,,
2020-05-17 00:00:00,22.0,0.0,,,
2020-05-18 00:00:00,9.0,0.0,,,
2020-05-19 00:00:00,0.0,0.0,,,
2020-05-20 00:00:00,0.0,0.0,,,
2020-05-21 00:00:00,1.0,0.0,,,
2020-05-22 00:00:00,0.0,0.0,,,
2020-05-23 00:00:00,4.0,0.0,,,
2020-05-24 00:00:00,33.0,0.0,,,
2020-05-25 00:00:00,1.0,0.0,,,
2020-05-26 00:00:00,9.0,0.0,,,
2020-05-27 00:00:00,4.0,0.0,,,
2020-05-28 00:00:00,4.0,0.0,,,
2020-05-29 00:00:00,10.0,0.0,,,
2020-05-30 00:00:00,56.0,0.0,,,
2020-05-31 00:00:00,51.0,0.0,,,
2020-06-01 00:00:00,16.0,0.0,,,
2020-06-02 00:00:00,64.0,0.0,,,
2020-06-03 00:00:00,39.0,0.0,,,
2020-06-04 00:00:00,170.0,0.0,,,
2020-06-05 00:00:00,297.0,0.0,,,
2020-06-06 00:00:00,44.0,0.0,,,
2020-06-07 00:00:00,109.0,0.0,,,
2020-06-08 00:00:00,191.0,2.0,,,
2020-06-09 00:00:00,323.0,6.0,,,
2020-06-10 00:00:00,354.0,10.0,,,
2020-06-11 00:00:00,100.0,0.0,,,
2020-06-12 00:00:00,147.0,0.0,,,
2020-06-13 00:00:00,80.0,0.0,,,
2020-06-14 00:00:00,124.0,0.0,,,
2020-06-15 00:00:00,237.0,2.0,,,
2020-06-16 00:00:00,207.0,0.0,,,
2020-06-17 00:00:00,92.0,0.0,,,
2020-06-18 00:00:00,40.0,0.0,,,
2020-06-19 00:00:00,34.0,0.0,,,
2020-06-20 00:00:00,33.0,0.0,,,
2020-06-21 00:00:00,33.0,0.0,,,
2020-06-22 00:00:00,122.0,0.0,,,
2020-06-23 00:00:00,250.0,2.0,,,
2020-06-24 00:00:00,251.0,1.0,,,
2020-06-25 00:00:00,126.0,0.0,,,
2020-06-26 00:00:00,220.0,2.0,,,
2020-06-27 00:00:00,147.0,0.0,,,
2020-06-28 00:00:00,106.0,0.0,,,
2020-06-29 00:00:00,135.0,0.0,,,
2020-06-30 00:00:00,57.0,0.0,,,
2020-07-01 00:00:00,54.0,0.0,,,
2020-07-02 00:00:00,111.0,0.0,,,
2020-07-03 00:00:00,25.0,0.0,,,
2020-07-04 00:00:00,45.0,0.0,,,
2020-07-05 00:00:00,51.0,0.0,,,
2020-07-06 00:00:00,40.0,0.0,,,
2020-07-07 00:00:00,57.0,0.0,,,
2020-07-08 00:00:00,64.0,0.0,,,
2020-07-09 00:00:00,57.0,0.0,,,
2020-07-10 00:00:00,62.0,0.0,,,
2020-07-11 00:00:00,134.0,0.0,,,
2020-07-12 00:00:00,140.0,0.0,,,
2020-07-13 00:00:00,59.0,0.0,,,
2020-07-14 00:00:00,36.0,0.0,,,
2020-07-15 00:00:00,32.0,0.0,,,
2020-07-16 00:00:00,42.0,1.0,,,
2020-07-17 00:00:00,45.0,0.0,,,
2020-07-18 00:00:00,175.0,0.0,,,
2020-07-19 00:00:00,383.0,1.0,,,
2020-07-20 00:00:00,529.0,12.0,,,
2020-07-21 00:00:00,425.0,26.0,,,
2020-07-22 00:00:00,331.0,2.0,,,
2020-07-23 00:00:00,151.0,2.0,,,
2020-07-24 00:00:00,67.0,1.0,,,
2020-07-25 00:00:00,73.0,0.0,,,
2020-07-26 00:00:00,128.0,1.0,,,
2020-07-27 00:00:00,106.0,0.0,,,
2020-07-28 00:00:00,222.0,0.0,,,
2020-07-29 00:00:00,281.0,2.0,,,
2020-07-30 00:00:00,333.0,8.0,,,
2020-07-31 00:00:00,412.0,15.0,,,
2020-08-01 00:00:00,484.0,6.0,,,
2020-08-02 00:00:00,530.0,11.0,,,
2020-08-03 00:00:00,560.0,2.0,,,
2020-08-04 00:00:00,678.0,34.0,,,
2020-08-05 00:00:00,710.0,67.0,,,
2020-08-06 00:00:00,660.0,61.0,,,
2020-08-07 00:00:00,479.0,30.0,,,
2020-08-08 00:00:00,434.0,16.0,,,
2020-08-09 00:00:00,516.0,86.0,,,
2020-08-10 00:00:00,660.0,177.0,,,
2020-08-11 00:00:00,777.0,230.0,,,
2020-08-12 00:00:00,718.0,144.0,,,
2020-08-13 00:00:00,625.0,138.0,,,
2020-08-14 00:00:00,612.0,202.0,,,
2020-08-15 00:00:00,657.0,278.0,,,
2020-08-16 00:00:00,670.0,245.0,,,
2020-08-17 00:00:00,656.0,269.0,,,
2020-08-18 00:00:00,586.0,212.0,,,
2020-08-19 00:00:00,767.0,197.0,,,
2020-08-20 00:00:00,739.0,263.0,,,
2020-08-21 00:00:00,659.0,249.0,,,
2020-08-22 00:00:00,555.0,116.0,,,
2020-08-23 00:00:00,519.0,16.0,,,
2020-08-24 00:00:00,611.0,75.0,,,
2020-08-25 00:00:00,660.0,132.0,,,
2020-08-26 00:00:00,698.0,131.0,,,
2020-08-27 00:00:00,700.0,108.0,,,
2020-08-28 00:00:00,765.0,125.0,,,
2020-08-29 00:00:00,768.0,245.0,,,
2020-08-30 00:00:00,628.0,197.0,,,
2020-08-31 00:00:00,492.0,129.0,,,
2020-09-01 00:00:00,426.0,74.0,,,
2020-09-02 00:00:00,523.0,84.0,,,
2020-09-03 00:00:00,608.0,112.0,,,
2020-09-04 00:00:00,478.0,31.0,,,
2020-09-05 00:00:00,524.0,35.0,,,
2020-09-06 00:00:00,399.0,14.0,,,
2020-09-07 00:00:00,546.0,46.0,,,
2020-09-08 00:00:00,704.0,83.0,,,
2020-09-09 00:00:00,441.0,5.0,,,
2020-09-10 00:00:00,205.0,0.0,,,
2020-09-11 00:00:00,298.0,0.0,,,
2020-09-12 00:00:00,212.0,0.0,,,
2020-09-13 00:00:00,75.0,0.0,,,
2020-09-14 00:00:00,63.0,0.0,,,
2020-09-15 00:00:00,71.0,0.0,,,
2020-09-16 00:00:00,55.0,0.0,,,
2020-09-17 00:00:00,113.0,0.0,,,
2020-09-18 00:00:00,198.0,1.0,,,
2020-09-19 00:00:00,51.0,0.0,,,
2020-09-20 00:00:00,16.0,0.0,,,
2020-09-21 00:00:00,19.0,0.0,,,
2020-09-22 00:00:00,25.0,0.0,,,
2020-09-23 00:00:00,66.0,0.0,,,
2020-09-24 00:00:00,46.0,0.0,,,
2020-09-25 00:00:00,20.0,0.0,,,
2020-09-26 00:00:00,11.0,0.0,,,
2020-09-27 00:00:00,2.0,0.0,,,
2020-09-28 00:00:00,1.0,0.0,,,
2020-09-29 00:00:00,5.0,0.0,,,
2020-09-30 00:00:00,4.0,0.0,,,
2020-10-01 00:00:00,7.0,0.0,,,
2020-10-02 00:00:00,21.0,0.0,,,
2020-10-03 00:00:00,21.0,0.0,,,
2020-10-04 00:00:00,26.0,0.0,,,
2020-10-05 00:00:00,19.0,0.0,,,
2020-10-06 00:00:00,2.0,0.0,,,
2020-10-07 00:00:00,3.0,0.0,,,
2020-10-08 00:00:00,4.0,0.0,,,
2020-10-09 00:00:00,4.0,0.0,,,
2020-10-10 00:00:00,26.0,0.0,,,
2020-10-11 00:00:00,7.0,0.0,,,
2020-10-12 00:00:00,6.0,0.0,,,
2020-10-13 00:00:00,1.0,0.0,,,
2020-10-14 00:00:00,5.0,0.0,,,
2020-10-15 00:00:00,7.0,0.0,,,
2020-10-16 00:00:00,11.0,0.0,,,
2020-10-17 00:00:00,0.0,0.0,,,
2020-10-18 00:00:00,2.0,0.0,,,
2020-10-19 00:00:00,3.0,0.0,,,
2020-10-20 00:00:00,8.0,0.0,,,
2020-10-21 00:00:00,2.0,0.0,,,
2020-10-22 00:00:00,0.0,0.0,,,
2020-10-23 00:00:00,0.0,0.0,,,
2020-10-24 00:00:00,0.0,0.0,,,
2020-10-25 00:00:00,0.0,0.0,,,
2020-10-26 00:00:00,0.0,0.0,,,
2020-10-27 00:00:00,0.0,0.0,,,
2020-10-28 00:00:00,0.0,0.0,,,
2020-10-29 00:00:00,0.0,0.0,,,
2020-10-30 00:00:00,0.0,0.0,,,
2020-10-31 00:00:00,0.0,0.0,,,
2021-05-01 00:00:00,1.0,0.0,,,
2021-05-02 00:00:00,0.0,0.0,,,
2021-05-03 00:00:00,0.0,0.0,,,
2021-05-04 00:00:00,0.0,0.0,,,
2021-05-05 00:00:00,0.0,0.0,,,
2021-05-06 00:00:00,0.0,0.0,,,
2021-05-07 00:00:00,2.0,0.0,,,
2021-05-08 00:00:00,1.0,0.0,,,
2021-05-09 00:00:00,11.0,0.0,,,
2021-05-10 00:00:00,11.0,0.0,,,
2021-05-11 00:00:00,7.0,0.0,,,
2021-05-12 00:00:00,11.0,0.0,,,
2021-05-13 00:00:00,13.0,0.0,,,
2021-05-14 00:00:00,46.0,0.0,,,
2021-05-15 00:00:00,40.0,0.0,,,
2021-05-16 00:00:00,44.0,0.0,,,
2021-05-17 00:00:00,23.0,0.0,,,
2021-05-18 00:00:00,24.0,0.0,,,
2021-05-19 00:00:00,20.0,0.0,,,
2021-05-20 00:00:00,22.0,0.0,,,
2021-05-21 00:00:00,21.0,0.0,,,
2021-05-22 00:00:00,15.0,0.0,,,
2021-05-23 00:00:00,51.0,0.0,,,
2021-05-24 00:00:00,25.0,0.0,,,
2021-05-25 00:00:00,15.0,0.0,,,
2021-05-26 00:00:00,20.0,0.0,,,
2021-05-27 00:00:00,26.0,0.0,,,
2021-05-28 00:00:00,17.0,0.0,,,
2021-05-29 00:00:00,13.0,0.0,,,
2021-05-30 00:00:00,19.0,0.0,,,
2021-05-31 00:00:00,39.0,0.0,,,
2021-06-01 00:00:00,76.0,0.0,,,
2021-06-02 00:00:00,15.0,0.0,,,
2021-06-03 00:00:00,43.0,0.0,,,
2021-06-04 00:00:00,25.0,0.0,,,
2021-06-05 00:00:00,10.0,0.0,,,
2021-06-06 00:00:00,13.0,0.0,,,
2021-06-07 00:00:00,145.0,0.0,,,
2021-06-08 00:00:00,234.0,0.0,,,
2021-06-09 00:00:00,260.0,3.0,,,
2021-06-10 00:00:00,324.0,0.0,,,
2021-06-11 00:00:00,195.0,0.0,,,
2021-06-12 00:00:00,47.0,0.0,,,
2021-06-13 00:00:00,42.0,0.0,,,
2021-06-14 00:00:00,64.0,0.0,,,
2021-06-15 00:00:00,72.0,0.0,,,
2021-06-16 00:00:00,30.0,0.0,,,
2021-06-17 00:00:00,36.0,0.0,,,
2021-06-18 00:00:00,22.0,0.0,,,
2021-06-19 00:00:00,47.0,0.0,,,
2021-06-20 00:00:00,96.0,0.0,,,
2021-06-21 00:00:00,182.0,0.0,,,
2021-06-22 00:00:00,30.0,0.0,,,
2021-06-23 00:00:00,59.0,0.0,,,
2021-06-24 00:00:00,51.0,0.0,,,
2021-06-25 00:00:00,62.0,0.0,,,
2021-06-26 00:00:00,62.0,0.0,,,
2021-06-27 00:00:00,82.0,0.0,,,
2021-06-28 00:00:00,101.0,0.0,,,
2021-06-29 00:00:00,135.0,0.0,,,
2021-06-30 00:00:00,147.0,0.0,,,
2021-07-01 00:00:00,134.0,1.0,,,
2021-07-02 00:00:00,193.0,0.0,,,
2021-07-03 00:00:00,168.0,0.0,,,
2021-07-04 00:00:00,246.0,0.0,,,
2021-07-05 00:00:00,248.0,9.0,,,
2021-07-06 00:00:00,248.0,0.0,,,
2021-07-07 00:00:00,232.0,1.0,,,
2021-07-08 00:00:00,122.0,1.0,,,
2021-07-09 00:00:00,130.0,1.0,,,
2021-07-10 00:00:00,249.0,1.0,,,
2021-07-11 00:00:00,369.0,1.0,,,
2021-07-12 00:00:00,298.0,1.0,,,
2021-07-13 00:00:00,364.0,4.0,,,
2021-07-14 00:00:00,416.0,3.0,,,
2021-07-15 00:00:00,403.0,1.0,,,
2021-07-16 00:00:00,483.0,2.0,,,
2021-07-17 00:00:00,575.0,41.0,,,
2021-07-18 00:00:00,644.0,77.0,,,
2021-07-19 00:00:00,767.0,117.0,,,
2021-07-20 00:00:00,737.0,118.0,,,
2021-07-21 00:00:00,672.0,66.0,,,
2021-07-22 00:00:00,577.0,30.0,,,
2021-07-23 00:00:00,620.0,26.0,,,
2021-07-24 00:00:00,668.0,50.0,,,
2021-07-25 00:00:00,675.0,33.0,,,
2021-07-26 00:00:00,617.0,58.0,,,
2021-07-27 00:00:00,500.0,60.0,,,
2021-07-28 00:00:00,619.0,71.0,,,
2021-07-29 00:00:00,679.0,45.0,,,
2021-07-30 00:00:00,677.0,68.0,,,
2021-07-31 00:00:00,724.0,72.0,,,
2021-08-01 00:00:00,649.0,42.0,,,
2021-08-02 00:00:00,720.0,87.0,,,
2021-08-03 00:00:00,768.0,109.0,,,
2021-08-04 00:00:00,808.0,185.0,,,
2021-08-05 00:00:00,833.0,242.0,,,
2021-08-06 00:00:00,816.0,225.0,,,
2021-08-07 00:00:00,769.0,192.0,,,
2021-08-08 00:00:00,580.0,106.0,,,
2021-08-09 00:00:00,355.0,17.0,,,
2021-08-10 00:00:00,409.0,49.0,,,
2021-08-11 00:00:00,209.0,2.0,,,
2021-08-12 00:00:00,43.0,0.0,,,
2021-08-13 00:00:00,24.0,0.0,,,
2021-08-14 00:00:00,38.0,0.0,,,
2021-08-15 00:00:00,52.0,0.0,,,
2021-08-16 00:00:00,38.0,0.0,,,
2021-08-17 00:00:00,36.0,0.0,,,
2021-08-18 00:00:00,105.0,0.0,,,
2021-08-19 00:00:00,301.0,2.0,,,
2021-08-20 00:00:00,329.0,5.0,,,
2021-08-21 00:00:00,327.0,0.0,,,
2021-08-22 00:00:00,391.0,1.0,,,
2021-08-23 00:00:00,405.0,0.0,,,
2021-08-24 00:00:00,274.0,0.0,,,
2021-08-25 00:00:00,470.0,11.0,,,
2021-08-26 00:00:00,600.0,47.0,,,
2021-08-27 00:00:00,583.0,43.0,,,
2021-08-28 00:00:00,586.0,62.0,,,
2021-08-29 00:00:00,533.0,31.0,,,
2021-08-30 00:00:00,509.0,49.0,,,
2021-08-31 00:00:00,423.0,15.0,,,
2021-09-01 00:00:00,275.0,0.0,,,
2021-09-02 00:00:00,123.0,0.0,,,
2021-09-03 00:00:00,66.0,0.0,,,
2021-09-04 00:00:00,135.0,0.0,,,
2021-09-05 00:00:00,104.0,0.0,,,
2021-09-06 00:00:00,153.0,0.0,,,
2021-09-07 00:00:00,111.0,0.0,,,
2021-09-08 00:00:00,95.0,0.0,,,
2021-09-09 00:00:00,187.0,0.0,,,
2021-09-10 00:00:00,242.0,0.0,,,
2021-09-11 00:00:00,75.0,0.0,,,
2021-09-12 00:00:00,42.0,0.0,,,
2021-09-13 00:00:00,78.0,0.0,,,
2021-09-14 00:00:00,32.0,0.0,,,
2021-09-15 00:00:00,82.0,0.0,,,
2021-09-16 00:00:00,94.0,0.0,,,
2021-09-17 00:00:00,60.0,0.0,,,
2021-09-18 00:00:00,121.0,0.0,,,
2021-09-19 00:00:00,114.0,0.0,,,
2021-09-20 00:00:00,128.0,0.0,,,
2021-09-21 00:00:00,204.0,0.0,,,
2021-09-22 00:00:00,191.0,0.0,,,
2021-09-23 00:00:00,235.0,0.0,,,
2021-09-24 00:00:00,74.0,0.0,,,
2021-09-25 00:00:00,64.0,0.0,,,
2021-09-26 00:00:00,73.0,0.0,,,
2021-09-27 00:00:00,69.0,0.0,,,
2021-09-28 00:00:00,68.0,0.0,,,
2021-09-29 00:00:00,137.0,0.0,,,
2021-09-30 00:00:00,142.0,0.0,,,
2021-10-01 00:00:00,103.0,0.0,,,
2021-10-02 00:00:00,105.0,0.0,,,
2021-10-03 00:00:00,150.0,1.0,,,
2021-10-04 00:00:00,166.0,0.0,,,
2021-10-05 00:00:00,134.0,0.0,,,
2021-10-06 00:00:00,110.0,0.0,,,
2021-10-07 00:00:00,78.0,0.0,,,
2021-10-08 00:00:00,129.0,0.0,,,
2021-10-09 00:00:00,134.0,0.0,,,
2021-10-10 00:00:00,177.0,0.0,,,
2021-10-11 00:00:00,120.0,0.0,,,
2021-10-12 00:00:00,64.0,0.0,,,
2021-10-13 00:00:00,54.0,0.0,,,
2021-10-14 00:00:00,51.0,0.0,,,
2021-10-15 00:00:00,32.0,0.0,,,
2021-10-16 00:00:00,39.0,0.0,,,
2021-10-17 00:00:00,2.0,0.0,,,
2021-10-18 00:00:00,0.0,0.0,,,
2021-10-19 00:00:00,0.0,0.0,,,
2021-10-20 00:00:00,0.0,0.0,,,
2021-10-21 00:00:00,0.0,0.0,,,
2021-10-22 00:00:00,0.0,0.0,,,
2021-10-23 00:00:00,0.0,0.0,,,
2021-10-24 00:00:00,0.0,0.0,,,
2021-10-25 00:00:00,0.0,0.0,,,
2021-10-26 00:00:00,0.0,0.0,,,
2021-10-27 00:00:00,0.0,0.0,,,
2021-10-28 00:00:00,0.0,0.0,,,
2021-10-29 00:00:00,0.0,0.0,,,
2021-10-30 00:00:00,0.0,0.0,,,
2021-10-31 00:00:00,0.0,0.0,,,
2022-05-01 00:00:00,0.0,0.0,,,
2022-05-02 00:00:00,0.0,0.0,,,
2022-05-03 00:00:00,0.0,0.0,,,
2022-05-04 00:00:00,0.0,0.0,,,
2022-05-05 00:00:00,2.0,0.0,,,
2022-05-06 00:00:00,24.0,0.0,,,
2022-05-07 00:00:00,0.0,0.0,,,
2022-05-08 00:00:00,0.0,0.0,,,
2022-05-09 00:00:00,0.0,0.0,,,
2022-05-10 00:00:00,0.0,0.0,,,
2022-05-11 00:00:00,0.0,0.0,,,
2022-05-12 00:00:00,2.0,0.0,,,
2022-05-13 00:00:00,0.0,0.0,,,
2022-05-14 00:00:00,0.0,0.0,,,
2022-05-15 00:00:00,0.0,0.0,,,
2022-05-16 00:00:00,0.0,0.0,,,
2022-05-17 00:00:00,0.0,0.0,,,
2022-05-18 00:00:00,0.0,0.0,,,
2022-05-19 00:00:00,2.0,0.0,,,
2022-05-20 00:00:00,0.0,0.0,,,
2022-05-21 00:00:00,0.0,0.0,,,
2022-05-22 00:00:00,22.0,0.0,,,
2022-05-23 00:00:00,3.0,0.0,,,
2022-05-24 00:00:00,46.0,0.0,,,
2022-05-25 00:00:00,39.0,0.0,,,
2022-05-26 00:00:00,14.0,0.0,,,
2022-05-27 00:00:00,11.0,0.0,,,
2022-05-28 00:00:00,38.0,0.0,,,
2022-05-29 00:00:00,261.0,2.0,,,
2022-05-30 00:00:00,97.0,0.0,,,
2022-05-31 00:00:00,5.0,0.0,,,
2022-06-01 00:00:00,15.0,0.0,,,
2022-06-02 00:00:00,57.0,0.0,,,
2022-06-03 00:00:00,79.0,0.0,,,
2022-06-04 00:00:00,69.0,0.0,,,
2022-06-05 00:00:00,18.0,0.0,,,
2022-06-06 00:00:00,12.0,0.0,,,
2022-06-07 00:00:00,4.0,0.0,,,
2022-06-08 00:00:00,0.0,0.0,,,
2022-06-09 00:00:00,10.0,0.0,,,
2022-06-10 00:00:00,19.0,0.0,,,
2022-06-11 00:00:00,12.0,0.0,,,
2022-06-12 00:00:00,26.0,0.0,,,
2022-06-13 00:00:00,18.0,0.0,,,
2022-06-14 00:00:00,24.0,0.0,,,
2022-06-15 00:00:00,17.0,0.0,,,
2022-06-16 00:00:00,30.0,0.0,,,
2022-06-17 00:00:00,143.0,0.0,,,
2022-06-18 00:00:00,112.0,0.0,,,
2022-06-19 00:00:00,232.0,0.0,,,
2022-06-20 00:00:00,184.0,0.0,,,
2022-06-21 00:00:00,90.0,0.0,,,
2022-06-22 00:00:00,178.0,0.0,,,
2022-06-23 00:00:00,346.0,9.0,,,
2022-06-24 00:00:00,426.0,45.0,,,
2022-06-25 00:00:00,474.0,64.0,,,
2022-06-26 00:00:00,539.0,30.0,,,
2022-06-27 00:00:00,494.0,69.0,,,
2022-06-28 00:00:00,577.0,100.0,,,
2022-06-29 00:00:00,613.0,151.0,,,
