ダウンロードした時刻：2023/07/30 19:40:26

,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,滋賀,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,奈良,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,和歌山,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫,兵庫
,今津,今津,今津,荒川,荒川,荒川,春照,春照,春照,彦根,彦根,彦根,近江八幡,近江八幡,近江八幡,君ケ畑台地,君ケ畑台地,君ケ畑台地,大津,大津,大津,土山,土山,土山,東近江,東近江,東近江,信楽,信楽,信楽,長浜,長浜,長浜,南小松,南小松,南小松,柳ケ瀬,柳ケ瀬,柳ケ瀬,霜ケ原,霜ケ原,霜ケ原,米原,米原,米原,朽木平良,朽木平良,朽木平良,伊吹山,伊吹山,伊吹山,奈良,奈良,奈良,針,針,針,田原本,田原本,田原本,曽爾,曽爾,曽爾,大宇陀,大宇陀,大宇陀,高見山,高見山,高見山,五條,五條,五條,天辻,天辻,天辻,山上ケ岳,山上ケ岳,山上ケ岳,荒神岳,荒神岳,荒神岳,日出岳,日出岳,日出岳,上野地,上野地,上野地,玉置山,玉置山,玉置山,上北山,上北山,上北山,風屋,風屋,風屋,高見,高見,高見,葛城,葛城,葛城,壷坂,壷坂,壷坂,吉野,吉野,吉野,天川,天川,天川,下北山,下北山,下北山,葛川,葛川,葛川,葛城山,葛城山,葛城山,和歌山,和歌山,和歌山,岩出,岩出,岩出,高野山,高野山,高野山,護摩壇山,護摩壇山,護摩壇山,御坊,御坊,御坊,虎ケ峰峠,虎ケ峰峠,虎ケ峰峠,新宮,新宮,新宮,白浜,白浜,白浜,日置川,日置川,日置川,潮岬,潮岬,潮岬,栗栖川,栗栖川,栗栖川,湯浅,湯浅,湯浅,清水,清水,清水,本宮,本宮,本宮,龍神,龍神,龍神,色川,色川,色川,かつらぎ,かつらぎ,かつらぎ,西川,西川,西川,友ケ島,友ケ島,友ケ島,川辺,川辺,川辺,南紀白浜,南紀白浜,南紀白浜,能勢,能勢,能勢,箕面,箕面,箕面,豊中,豊中,豊中,大阪,大阪,大阪,生駒山,生駒山,生駒山,河内長野,河内長野,河内長野,熊取,熊取,熊取,堺,堺,堺,枚方,枚方,枚方,八尾,八尾,八尾,関空島,関空島,関空島,茨木,茨木,茨木,峰山,峰山,峰山,宮津,宮津,宮津,舞鶴,舞鶴,舞鶴,仏坂,仏坂,仏坂,浅原山,浅原山,浅原山,福知山,福知山,福知山,胡麻,胡麻,胡麻,妙高山,妙高山,妙高山,園部,園部,園部,京都,京都,京都,京田辺,京田辺,京田辺,鷲峰山,鷲峰山,鷲峰山,花背峠,花背峠,花背峠,知井,知井,知井,京北,京北,京北,間人,間人,間人,本庄,本庄,本庄,長岡京,長岡京,長岡京,睦寄,睦寄,睦寄,美山,美山,美山,須知,須知,須知,三岳,三岳,三岳,綾部,綾部,綾部,三和,三和,三和,坂浦,坂浦,坂浦,綾部山家,綾部山家,綾部山家,香住,香住,香住,温泉,温泉,温泉,三川山,三川山,三川山,豊岡,豊岡,豊岡,八鹿,八鹿,八鹿,和田山,和田山,和田山,生野,生野,生野,柏原,柏原,柏原,一宮,一宮,一宮,笠形山,笠形山,笠形山,佐用,佐用,佐用,後川,後川,後川,上郡,上郡,上郡,的場山,的場山,的場山,姫路,姫路,姫路,名塩,名塩,名塩,六甲山,六甲山,六甲山,家島,家島,家島,明石,明石,明石,神戸,神戸,神戸,洲本,洲本,洲本,福良,福良,福良,西脇,西脇,西脇,大屋,大屋,大屋,福崎,福崎,福崎,三田,三田,三田,郡家,郡家,郡家,兎和野高原,兎和野高原,兎和野高原,三木,三木,三木,南淡,南淡,南淡,淡路町,淡路町,淡路町,芦屋,芦屋,芦屋,神戸塩屋,神戸塩屋,神戸塩屋,神戸空港,神戸空港,神戸空港,西宮,西宮,西宮
年月日,最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
2023/7/1,25.5,8,1,,0,1,,0,1,26.8,8,1,,0,1,,0,1,25.7,8,1,25.0,8,1,26.4,8,1,24.8,8,1,25.3,8,1,26.1,8,1,,0,1,,0,1,25.0,8,1,,0,1,,0,1,26.7,8,1,23.2,8,1,,0,1,,0,1,24.8,8,1,,0,1,25.7,8,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,25.2,8,1,25.6,8,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,27.1,8,1,,0,1,22.6,8,1,,0,1,,0,1,,0,1,27.0,8,1,,0,1,,0,1,25.3,8,1,25.2,8,1,,0,1,26.3,8,1,,0,1,24.3,8,1,,0,1,26.3,8,1,25.5,8,1,24.6,8,1,24.8,8,1,25.1,8,1,23.5,8,1,,0,1,24.8,8,1,25.6,8,1,21.0,8,1,,0,1,26.8,8,1,25.9,8,1,25.7,8,1,26.5,8,1,25.1,8,1,,0,1,,0,1,27.3,8,1,26.9,8,1,,0,1,,0,1,27.9,8,1,,0,1,,0,1,26.0,8,1,26.2,8,1,25.8,8,1,,0,1,,0,1,,0,1,,0,1,25.9,8,1,,0,1,,0,1,,0,1,25.4,8,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,26.2,8,1,,0,1,,0,1,27.0,8,1,,0,1,27.6,8,1,25.1,8,1,25.8,8,1,24.1,8,1,,0,1,,0,1,,0,1,26.2,8,1,,0,1,24.6,8,1,,0,1,,0,1,24.2,8,1,25.1,8,1,24.8,8,1,26.7,8,1,,0,1,25.1,8,1,,0,1,25.7,8,1,24.9,8,1,26.9,8,1,22.4,8,1,24.0,8,1,25.7,8,1,,0,1,,0,1,,0,1,24.2,8,1,,0,1
2023/7/2,29.3,8,1,,0,1,,0,1,30.7,8,1,,0,1,,0,1,32.9,8,1,31.8,8,1,33.8,8,1,31.5,8,1,31.1,8,1,28.5,8,1,,0,1,,0,1,30.2,8,1,,0,1,,0,1,32.5,8,1,30.2,8,1,,0,1,,0,1,30.1,8,1,,0,1,32.3,8,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,32.5,8,1,33.8,8,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,31.6,8,1,,0,1,27.2,8,1,,0,1,,0,1,,0,1,31.8,8,1,,0,1,,0,1,27.2,8,1,31.5,8,1,,0,1,30.7,8,1,,0,1,31.7,8,1,,0,1,31.9,8,1,32.9,8,1,30.1,8,1,31.3,8,1,29.1,8,1,30.8,8,1,,0,1,31.7,8,1,32.4,8,1,28.1,8,1,,0,1,30.4,8,1,30.9,8,1,32.8,8,1,31.6,8,1,28.4,8,1,,0,1,,0,1,29.3,8,1,30.7,8,1,,0,1,,0,1,33.4,8,1,,0,1,,0,1,33.1,8,1,33.2,8,1,32.9,8,1,,0,1,,0,1,,0,1,,0,1,27.7,8,1,,0,1,,0,1,,0,1,32.1,8,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,28.8,8,1,,0,1,,0,1,32.1,8,1,,0,1,33.1,8,1,32.0,8,1,31.9,8,1,31.1,8,1,,0,1,,0,1,,0,1,31.5,8,1,,0,1,29.9,8,1,,0,1,,0,1,29.2,8,1,28.7,8,1,29.6,8,1,30.9,8,1,,0,1,31.4,8,1,,0,1,32.0,8,1,30.4,8,1,32.6,8,1,29.5,8,1,29.2,8,1,30.1,8,1,,0,1,,0,1,,0,1,29.1,8,1,,0,1
2023/7/3,31.0,8,1,,0,1,,0,1,30.8,8,1,,0,1,,0,1,32.0,8,1,31.3,8,1,32.6,8,1,31.8,8,1,30.8,8,1,31.4,8,1,,0,1,,0,1,30.1,8,1,,0,1,,0,1,31.8,8,1,29.2,8,1,,0,1,,0,1,29.9,8,1,,0,1,30.8,8,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,28.5,8,1,28.9,8,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,28.9,8,1,,0,1,25.6,8,1,,0,1,,0,1,,0,1,29.7,8,1,,0,1,,0,1,25.9,8,1,28.5,8,1,,0,1,28.9,8,1,,0,1,28.0,8,1,,0,1,30.9,8,1,27.8,8,1,29.0,8,1,28.3,8,1,26.7,8,1,31.4,8,1,,0,1,32.2,8,1,32.2,8,1,27.3,8,1,,0,1,29.4,8,1,31.2,8,1,33.1,8,1,32.0,8,1,27.4,8,1,,0,1,,0,1,29.7,8,1,31.0,8,1,,0,1,,0,1,32.1,8,1,,0,1,,0,1,31.6,8,1,32.9,8,1,32.5,8,1,,0,1,,0,1,,0,1,,0,1,26.2,8,1,,0,1,,0,1,,0,1,32.9,8,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,27.7,8,1,,0,1,,0,1,31.8,8,1,,0,1,32.7,8,1,30.7,8,1,31.7,8,1,30.2,8,1,,0,1,,0,1,,0,1,30.9,8,1,,0,1,30.4,8,1,,0,1,,0,1,29.2,8,1,27.9,8,1,30.6,8,1,29.5,8,1,,0,1,31.8,8,1,,0,1,32.1,8,1,31.3,8,1,30.2,8,1,28.4,8,1,28.8,8,1,27.9,8,1,,0,1,,0,1,,0,1,29.7,8,1,,0,1
2023/7/4,31.2,8,1,,0,1,,0,1,31.7,8,1,,0,1,,0,1,33.6,8,1,33.0,8,1,33.9,8,1,33.6,8,1,30.8,8,1,31.2,8,1,,0,1,,0,1,31.1,8,1,,0,1,,0,1,34.9,8,1,32.4,8,1,,0,1,,0,1,31.9,8,1,,0,1,34.3,8,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,33.8,8,1,35.0,8,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,32.0,8,1,,0,1,29.0,8,1,,0,1,,0,1,,0,1,30.6,8,1,,0,1,,0,1,28.0,8,1,33.1,8,1,,0,1,32.8,8,1,,0,1,32.4,8,1,,0,1,33.7,8,1,32.4,8,1,29.7,8,1,32.1,8,1,28.7,5,1,33.3,8,1,,0,1,34.3,8,1,34.4,8,1,30.3,8,1,,0,1,31.7,8,1,32.2,8,1,34.9,8,1,34.2,8,1,30.9,8,1,,0,1,,0,1,28.9,8,1,31.0,8,1,,0,1,,0,1,34.2,8,1,,0,1,,0,1,34.7,8,1,36.3,8,1,35.4,8,1,,0,1,,0,1,,0,1,,0,1,25.4,8,1,,0,1,,0,1,,0,1,34.7,8,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,27.9,8,1,,0,1,,0,1,32.8,8,1,,0,1,33.7,8,1,34.2,8,1,34.3,8,1,33.7,8,1,,0,1,,0,1,,0,1,33.6,8,1,,0,1,32.3,8,1,,0,1,,0,1,30.3,8,1,28.7,8,1,31.9,8,1,30.8,8,1,,0,1,33.7,8,1,,0,1,35.1,8,1,33.3,8,1,31.3,8,1,31.7,8,1,30.9,8,1,30.7,8,1,,0,1,,0,1,,0,1,30.7,8,1,,0,1
2023/7/5,26.8,8,1,,0,1,,0,1,28.3,8,1,,0,1,,0,1,27.6,8,1,25.2,8,1,26.4,8,1,25.3,8,1,26.6,8,1,26.6,8,1,,0,1,,0,1,25.5,8,1,,0,1,,0,1,29.2,8,1,26.5,8,1,,0,1,,0,1,27.9,8,1,,0,1,29.3,8,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,25.3,8,1,26.1,8,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,29.6,8,1,,0,1,24.1,8,1,,0,1,,0,1,,0,1,26.4,8,1,,0,1,,0,1,25.8,8,1,27.3,8,1,,0,1,28.2,8,1,,0,1,25.8,8,1,,0,1,28.4,8,1,25.3,8,1,24.6,8,1,26.3,8,1,27.1,8,1,26.2,8,1,,0,1,29.8,8,1,30.3,8,1,24.2,8,1,,0,1,29.4,8,1,31.0,8,1,29.4,8,1,30.0,8,1,29.1,8,1,,0,1,,0,1,26.6,8,1,27.3,8,1,,0,1,,0,1,27.4,8,1,,0,1,,0,1,26.5,8,1,28.6,8,1,28.0,8,1,,0,1,,0,1,,0,1,,0,1,26.5,8,1,,0,1,,0,1,,0,1,25.9,8,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,29.4,8,1,,0,1,,0,1,27.7,8,1,,0,1,27.1,8,1,23.7,8,1,26.8,8,1,25.0,8,1,,0,1,,0,1,,0,1,26.0,8,1,,0,1,25.9,8,1,,0,1,,0,1,24.9,8,1,25.2,8,1,28.4,8,1,26.8,8,1,,0,1,26.8,8,1,,0,1,26.1,8,1,26.9,8,1,26.2,8,1,23.8,8,1,26.4,8,1,25.2,8,1,,0,1,,0,1,,0,1,28.4,8,1,,0,1
2023/7/6,29.3,8,1,,0,1,,0,1,30.8,8,1,,0,1,,0,1,33.4,8,1,32.9,8,1,34.3,8,1,32.5,8,1,30.1,8,1,29.8,8,1,,0,1,,0,1,29.9,8,1,,0,1,,0,1,33.5,8,1,31.4,8,1,,0,1,,0,1,31.3,8,1,,0,1,34.0,8,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,31.2,8,1,33.9,8,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,32.7,8,1,,0,1,29.8,8,1,,0,1,,0,1,,0,1,33.0,8,1,,0,1,,0,1,28.2,8,1,32.4,8,1,,0,1,32.6,8,1,,0,1,32.6,8,1,,0,1,32.7,8,1,34.3,8,1,31.0,8,1,33.4,8,1,30.4,8,1,31.4,8,1,,0,1,33.1,8,1,33.0,8,1,28.6,8,1,,0,1,32.3,8,1,31.5,8,1,33.3,8,1,32.8,8,1,28.7,8,1,,0,1,,0,1,31.0,8,1,33.0,8,1,,0,1,,0,1,33.6,8,1,,0,1,,0,1,33.3,8,1,35.1,8,1,34.1,8,1,,0,1,,0,1,,0,1,,0,1,29.9,8,1,,0,1,,0,1,,0,1,32.3,8,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,31.9,8,1,,0,1,,0,1,33.7,8,1,,0,1,33.4,8,1,31.9,8,1,32.1,8,1,31.1,8,1,,0,1,,0,1,,0,1,33.1,8,1,,0,1,31.1,8,1,,0,1,,0,1,30.0,8,1,29.4,8,1,32.5,8,1,32.0,8,1,,0,1,32.1,8,1,,0,1,33.1,8,1,31.5,8,1,32.9,8,1,29.9,8,1,30.0,8,1,31.3,8,1,,0,1,,0,1,,0,1,31.2,8,1,,0,1
